# CONVERGE Release Build 2.3.29/  Dec 13, 2017        Run Date:Sat Jan 13 15:08:31 2018
# column       1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17 
#          Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#          (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
 -2.0269411e+002   1.0338276e-001   1.0415498e-001   1.0261437e-001   4.0312187e+002   4.8205887e+002   3.5376154e+002   5.5429036e-004   5.1620835e-004   9.3129591e-001  -1.8959439e-006  -7.2816595e-013   1.0981042e+003   8.2254252e+002   1.3350121e+000   2.4753501e-005   2.3032224e-005
 -2.0256956e+002   1.0338156e-001   1.0415860e-001   1.0261476e-001   4.0311678e+002   4.8194893e+002   3.5440490e+002   5.5447618e-004   5.1637652e-004   9.3128710e-001  -1.8959439e-006  -7.2023672e-013   1.0980834e+003   8.2251931e+002   1.3350245e+000   2.4753503e-005   2.3032061e-005
 -2.0244455e+002   1.0338037e-001   1.0415898e-001   1.0261699e-001   4.0311157e+002   4.8183591e+002   3.5417383e+002   5.5466435e-004   5.1654689e-004   9.3127833e-001  -1.8959440e-006  -7.3354694e-013   1.0980623e+003   8.2249568e+002   1.3350371e+000   2.4753499e-005   2.3031893e-005
 -2.0231911e+002   1.0337917e-001   1.0415795e-001   1.0261964e-001   4.0310669e+002   4.8172005e+002   3.5391921e+002   5.5484725e-004   5.1671213e-004   9.3126915e-001  -1.8959441e-006  -6.2665252e-013   1.0980419e+003   8.2247295e+002   1.3350492e+000   2.4753520e-005   2.3031740e-005
 -2.0219317e+002   1.0337796e-001   1.0415270e-001   1.0262221e-001   4.0310153e+002   4.8160188e+002   3.5063597e+002   5.5503496e-004   5.1688200e-004   9.3126025e-001  -1.8959442e-006  -6.7528845e-013   1.0980208e+003   8.2244942e+002   1.3350618e+000   2.4753521e-005   2.3031574e-005
 -2.0206685e+002   1.0337678e-001   1.0415021e-001   1.0262410e-001   4.0309666e+002   4.8148137e+002   3.4533478e+002   5.5521874e-004   5.1704810e-004   9.3125116e-001  -1.8959443e-006  -7.0482441e-013   1.0980003e+003   8.2242647e+002   1.3350741e+000   2.4753541e-005   2.3031422e-005
 -2.0194002e+002   1.0337559e-001   1.0414893e-001   1.0262854e-001   4.0309158e+002   4.8135852e+002   3.5248026e+002   5.5540585e-004   5.1721736e-004   9.3124218e-001  -1.8959444e-006  -6.9855313e-013   1.0979793e+003   8.2240299e+002   1.3350867e+000   2.4753548e-005   2.3031261e-005
 -2.0181275e+002   1.0337439e-001   1.0414883e-001   1.0263216e-001   4.0308675e+002   4.8123262e+002   3.4834989e+002   5.5558869e-004   5.1738244e-004   9.3123285e-001  -1.8959445e-006  -6.2284681e-013   1.0979589e+003   8.2238024e+002   1.3350988e+000   2.4753576e-005   2.3031109e-005
 -2.0168505e+002   1.0337320e-001   1.0414737e-001   1.0263442e-001   4.0308174e+002   4.8112671e+002   3.4576835e+002   5.5577515e-004   5.1755101e-004   9.3122374e-001  -1.8959445e-006  -7.0424869e-013   1.0979380e+003   8.2235686e+002   1.3351113e+000   2.4753590e-005   2.3030951e-005
 -2.0155687e+002   1.0337202e-001   1.0414699e-001   1.0263923e-001   4.0307678e+002   4.8102409e+002   3.4495986e+002   5.5596131e-004   5.1771936e-004   9.3121472e-001  -1.8959446e-006  -7.7083833e-013   1.0979172e+003   8.2233365e+002   1.3351237e+000   2.4753605e-005   2.3030794e-005
 -2.0142817e+002   1.0337083e-001   1.0414724e-001   1.0264215e-001   4.0307185e+002   4.8092018e+002   3.5160114e+002   5.5614727e-004   5.1788743e-004   9.3120556e-001  -1.8959447e-006  -6.9013612e-013   1.0978964e+003   8.2231046e+002   1.3351361e+000   2.4753624e-005   2.3030639e-005
 -2.0129896e+002   1.0336964e-001   1.0415087e-001   1.0264705e-001   4.0306695e+002   4.8081488e+002   3.5081461e+002   5.5633294e-004   5.1805519e-004   9.3119633e-001  -1.8959448e-006  -7.6642546e-013   1.0978758e+003   8.2228739e+002   1.3351485e+000   2.4753647e-005   2.3030485e-005
 -2.0116917e+002   1.0336848e-001   1.0414845e-001   1.0264935e-001   4.0306228e+002   4.8070798e+002   3.5004379e+002   5.5651554e-004   5.1822009e-004   9.3118710e-001  -1.8959449e-006  -7.8014676e-013   1.0978555e+003   8.2226483e+002   1.3351605e+000   2.4753680e-005   2.3030341e-005
 -2.0103883e+002   1.0336732e-001   1.0414515e-001   1.0265327e-001   4.0305752e+002   4.8059877e+002   3.4630872e+002   5.5670008e-004   5.1838679e-004   9.3117787e-001  -1.8959450e-006  -6.7632012e-013   1.0978351e+003   8.2224199e+002   1.3351727e+000   2.4753709e-005   2.3030194e-005
 -2.0090791e+002   1.0336614e-001   1.0414469e-001   1.0265683e-001   4.0305275e+002   4.8048829e+002   3.4484441e+002   5.5688522e-004   5.1855397e-004   9.3116850e-001  -1.8959451e-006  -8.2256933e-013   1.0978145e+003   8.2221901e+002   1.3351850e+000   2.4753742e-005   2.3030045e-005
 -2.0077649e+002   1.0336500e-001   1.0414396e-001   1.0266076e-001   4.0304805e+002   4.8037603e+002   3.4455311e+002   5.5707090e-004   5.1872175e-004   9.3115931e-001  -1.8959452e-006  -6.4372415e-013   1.0977938e+003   8.2219594e+002   1.3351974e+000   2.4753772e-005   2.3029901e-005
 -2.0064457e+002   1.0336374e-001   1.0414346e-001   1.0266723e-001   4.0304328e+002   4.8026230e+002   3.4550980e+002   5.5725581e-004   5.1888833e-004   9.3114925e-001  -1.8959453e-006  -5.9077192e-013   1.0977734e+003   8.2217315e+002   1.3352095e+000   2.4753825e-005   2.3029754e-005
 -2.0051205e+002   1.0336239e-001   1.0414114e-001   1.0267750e-001   4.0303848e+002   4.8014559e+002   3.4264160e+002   5.5744061e-004   5.1905442e-004   9.3113851e-001  -1.8959454e-006  -5.7136445e-013   1.0977531e+003   8.2215042e+002   1.3352217e+000   2.4753896e-005   2.3029605e-005
 -2.0037892e+002   1.0336109e-001   1.0414017e-001   1.0268344e-001   4.0303371e+002   4.8002666e+002   3.4200222e+002   5.5762589e-004   5.1922115e-004   9.3112812e-001  -1.8959454e-006  -5.5209026e-013   1.0977326e+003   8.2212764e+002   1.3352338e+000   2.4753959e-005   2.3029459e-005
 -2.0024524e+002   1.0335981e-001   1.0414137e-001   1.0268775e-001   4.0302902e+002   4.7990457e+002   3.4167630e+002   5.5781068e-004   5.1938748e-004   9.3111785e-001  -1.8959455e-006  -5.5644254e-013   1.0977123e+003   8.2210495e+002   1.3352460e+000   2.4754020e-005   2.3029315e-005
 -2.0011102e+002   1.0335858e-001   1.0429800e-001   1.0268812e-001   4.0302448e+002   4.7978014e+002   3.4828020e+002   5.5799521e-004   5.1955357e-004   9.3110758e-001  -1.8959456e-006  -6.2698068e-013   1.0976921e+003   8.2208234e+002   1.3352580e+000   2.4754088e-005   2.3029177e-005
 -1.9997633e+002   1.0335739e-001   1.0418620e-001   1.0268814e-001   4.0302004e+002   4.7965360e+002   3.5403843e+002   5.5817884e-004   5.1971894e-004   9.3109753e-001  -1.8959457e-006  -6.0996479e-013   1.0976719e+003   8.2205990e+002   1.3352700e+000   2.4754153e-005   2.3029044e-005
 -1.9984104e+002   1.0335622e-001   1.0413978e-001   1.0268926e-001   4.0301583e+002   4.7952386e+002   3.5287136e+002   5.5835933e-004   5.1988133e-004   9.3108739e-001  -1.8959458e-006  -5.4489357e-013   1.0976524e+003   8.2203805e+002   1.3352817e+000   2.4754231e-005   2.3028921e-005
 -1.9970531e+002   1.0335505e-001   1.0413112e-001   1.0268982e-001   4.0301152e+002   4.7939114e+002   3.5111847e+002   5.5854149e-004   5.2004535e-004   9.3107738e-001  -1.8959458e-006  -6.8057486e-013   1.0976325e+003   8.2201590e+002   1.3352935e+000   2.4754300e-005   2.3028792e-005
 -1.9956908e+002   1.0335393e-001   1.0412952e-001   1.0269117e-001   4.0300721e+002   4.7925563e+002   3.5036677e+002   5.5872454e-004   5.2021039e-004   9.3106772e-001  -1.8959459e-006  -6.2261555e-013   1.0976125e+003   8.2199361e+002   1.3353054e+000   2.4754360e-005   2.3028665e-005
 -1.9943237e+002   1.0335282e-001   1.0413060e-001   1.0269195e-001   4.0300303e+002   4.7911637e+002   3.5287132e+002   5.5890567e-004   5.2037361e-004   9.3105802e-001  -1.8959460e-006  -6.5456495e-013   1.0975929e+003   8.2197170e+002   1.3353171e+000   2.4754426e-005   2.3028542e-005
 -1.9929513e+002   1.0335172e-001   1.0412843e-001   1.0269423e-001   4.0299887e+002   4.7897353e+002   3.4846710e+002   5.5908721e-004   5.2053725e-004   9.3104840e-001  -1.8959461e-006  -6.2935121e-013   1.0975732e+003   8.2194978e+002   1.3353288e+000   2.4754491e-005   2.3028421e-005
 -1.9915734e+002   1.0335067e-001   1.0413016e-001   1.0269564e-001   4.0299478e+002   4.7882827e+002   3.4705276e+002   5.5926847e-004   5.2070073e-004   9.3103895e-001  -1.8959462e-006  -6.1882200e-013   1.0975536e+003   8.2192784e+002   1.3353406e+000   2.4754555e-005   2.3028302e-005
 -1.9901898e+002   1.0334961e-001   1.0412993e-001   1.0269927e-001   4.0299080e+002   4.7868001e+002   3.4685531e+002   5.5944793e-004   5.2086242e-004   9.3102930e-001  -1.8959463e-006  -6.5155383e-013   1.0975342e+003   8.2190619e+002   1.3353521e+000   2.4754629e-005   2.3028187e-005
 -1.9887998e+002   1.0334857e-001   1.0412854e-001   1.0270276e-001   4.0298688e+002   4.7852782e+002   3.4991385e+002   5.5962757e-004   5.2102432e-004   9.3101974e-001  -1.8959464e-006  -6.6134055e-013   1.0975148e+003   8.2188451e+002   1.3353637e+000   2.4754704e-005   2.3028076e-005
 -1.9874030e+002   1.0334756e-001   1.0413019e-001   1.0270584e-001   4.0298293e+002   4.7837181e+002   3.4595075e+002   5.5980841e-004   5.2118742e-004   9.3101034e-001  -1.8959465e-006  -6.5973068e-013   1.0974952e+003   8.2186264e+002   1.3353754e+000   2.4754774e-005   2.3027963e-005
 -1.9860001e+002   1.0334654e-001   1.0413000e-001   1.0270763e-001   4.0297903e+002   4.7825239e+002   3.4461347e+002   5.5998898e-004   5.2135018e-004   9.3100077e-001  -1.8959466e-006  -7.2013780e-013   1.0974756e+003   8.2184079e+002   1.3353871e+000   2.4754850e-005   2.3027853e-005
 -1.9845907e+002   1.0334558e-001   1.0412834e-001   1.0271268e-001   4.0297535e+002   4.7815976e+002   3.5096185e+002   5.6016707e-004   5.2151074e-004   9.3099142e-001  -1.8959467e-006  -6.9789763e-013   1.0974564e+003   8.2181943e+002   1.3353985e+000   2.4754931e-005   2.3027753e-005
 -1.9831734e+002   1.0334462e-001   1.0412664e-001   1.0271598e-001   4.0297166e+002   4.7806050e+002   3.5432778e+002   5.6034607e-004   5.2167214e-004   9.3098208e-001  -1.8959468e-006  -6.0632816e-013   1.0974372e+003   8.2179802e+002   1.3354099e+000   2.4755012e-005   2.3027652e-005
 -1.9817500e+002   1.0334368e-001   1.0412533e-001   1.0272169e-001   4.0296799e+002   4.7795518e+002   3.5470397e+002   5.6052560e-004   5.2183416e-004   9.3097293e-001  -1.8959468e-006  -6.5205694e-013   1.0974180e+003   8.2177658e+002   1.3354214e+000   2.4755089e-005   2.3027552e-005
 -1.9803189e+002   1.0334284e-001   1.0413889e-001   1.0272406e-001   4.0296510e+002   4.7784221e+002   3.5303256e+002   5.6069739e-004   5.2198866e-004   9.3096324e-001  -1.8959469e-006  -6.4081301e-013   1.0973998e+003   8.2175635e+002   1.3354321e+000   2.4755215e-005   2.3027486e-005
 -1.9788811e+002   1.0334200e-001   1.0412562e-001   1.0272726e-001   4.0296175e+002   4.7773048e+002   3.5396279e+002   5.6087772e-004   5.2215147e-004   9.3095421e-001  -1.8959470e-006  -6.7794311e-013   1.0973806e+003   8.2173490e+002   1.3354436e+000   2.4755302e-005   2.3027400e-005
 -1.9774371e+002   1.0334120e-001   1.0412482e-001   1.0273103e-001   4.0295851e+002   4.7761358e+002   3.5437812e+002   5.6105612e-004   5.2231262e-004   9.3094540e-001  -1.8959471e-006  -6.2585762e-013   1.0973618e+003   8.2171393e+002   1.3354548e+000   2.4755389e-005   2.3027319e-005
 -1.9759858e+002   1.0334035e-001   1.0412066e-001   1.0273740e-001   4.0295538e+002   4.7749209e+002   3.5421813e+002   5.6123251e-004   5.2247156e-004   9.3093602e-001  -1.8959472e-006  -6.1502476e-013   1.0973433e+003   8.2169328e+002   1.3354658e+000   2.4755497e-005   2.3027243e-005
 -1.9745282e+002   1.0333946e-001   1.0412186e-001   1.0273554e-001   4.0295219e+002   4.7737616e+002   3.5396691e+002   5.6140979e-004   5.2263120e-004   9.3092640e-001  -1.8959473e-006  -5.6820460e-013   1.0973246e+003   8.2167251e+002   1.3354769e+000   2.4755610e-005   2.3027164e-005
 -1.9730641e+002   1.0333858e-001   1.0411762e-001   1.0273868e-001   4.0294931e+002   4.7725449e+002   3.5430489e+002   5.6158222e-004   5.2278617e-004   9.3091653e-001  -1.8959474e-006  -6.4609276e-013   1.0973067e+003   8.2165261e+002   1.3354874e+000   2.4755743e-005   2.3027099e-005
 -1.9715940e+002   1.0333776e-001   1.0411336e-001   1.0274093e-001   4.0294632e+002   4.7713141e+002   3.5423066e+002   5.6175775e-004   5.2294432e-004   9.3090718e-001  -1.8959475e-006  -5.7243243e-013   1.0972883e+003   8.2163209e+002   1.3354984e+000   2.4755856e-005   2.3027028e-005
 -1.9701172e+002   1.0333695e-001   1.0410985e-001   1.0274572e-001   4.0294326e+002   4.7701351e+002   3.5401845e+002   5.6193433e-004   5.2310359e-004   9.3089807e-001  -1.8959476e-006  -5.9692133e-013   1.0972699e+003   8.2161158e+002   1.3355093e+000   2.4755959e-005   2.3026954e-005
 -1.9686332e+002   1.0333619e-001   1.0410441e-001   1.0274842e-001   4.0294029e+002   4.7696696e+002   3.5374662e+002   5.6211044e-004   5.2326255e-004   9.3088922e-001  -1.8959477e-006  -5.9851385e-013   1.0972516e+003   8.2159113e+002   1.3355202e+000   2.4756059e-005   2.3026885e-005
 -1.9671423e+002   1.0333544e-001   1.0409766e-001   1.0274930e-001   4.0293738e+002   4.7691026e+002   3.5311033e+002   5.6228638e-004   5.2342132e-004   9.3088030e-001  -1.8959477e-006   0.0000000e+000   1.0972331e+003   8.2157060e+002   1.3355312e+000   2.4756163e-005   2.3026817e-005
 -1.9656443e+002   1.0333473e-001   1.0409521e-001   1.0274957e-001   4.0293460e+002   4.7684533e+002   3.5284699e+002   5.6246115e-004   5.2357910e-004   9.3087158e-001  -1.8959477e-006  -4.8471093e-013   1.0972149e+003   8.2155030e+002   1.3355420e+000   2.4756267e-005   2.3026755e-005
 -1.9641379e+002   1.0333404e-001   1.0409269e-001   1.0274806e-001   4.0293177e+002   4.7663663e+002   3.5503829e+002   5.6263812e-004   5.2373901e-004   9.3086300e-001  -1.8959478e-006  -5.6600606e-013   1.0971963e+003   8.2152954e+002   1.3355531e+000   2.4756366e-005   2.3026693e-005
 -1.9626241e+002   1.0333341e-001   1.0408847e-001   1.0274965e-001   4.0292911e+002   4.7658838e+002   3.5435081e+002   5.6281255e-004   5.2389663e-004   9.3085457e-001  -1.8959479e-006  -5.3831560e-013   1.0971782e+003   8.2150941e+002   1.3355638e+000   2.4756468e-005   2.3026636e-005
 -1.9611017e+002   1.0333278e-001   1.0408504e-001   1.0275164e-001   4.0292651e+002   4.7651680e+002   3.5440096e+002   5.6298677e-004   5.2405410e-004   9.3084621e-001  -1.8959480e-006  -5.3381343e-013   1.0971603e+003   8.2148944e+002   1.3355744e+000   2.4756570e-005   2.3026582e-005
 -1.9595705e+002   1.0333220e-001   1.0408111e-001   1.0275364e-001   4.0292414e+002   4.7643735e+002   3.5411993e+002   5.6315801e-004   5.2420888e-004   9.3083801e-001  -1.8959481e-006  -5.3946616e-013   1.0971428e+003   8.2147003e+002   1.3355848e+000   2.4756680e-005   2.3026538e-005
 -1.9580306e+002   1.0333161e-001   1.0407712e-001   1.0275276e-001   4.0292184e+002   4.7634405e+002   3.5293820e+002   5.6332850e-004   5.2436288e-004   9.3082966e-001  -1.8959481e-006  -4.9747238e-013   1.0971255e+003   8.2145073e+002   1.3355950e+000   2.4756797e-005   2.3026497e-005
 -1.9564810e+002   1.0333109e-001   1.0407477e-001   1.0275481e-001   4.0291955e+002   4.7624890e+002   3.5308608e+002   5.6350099e-004   5.2451892e-004   9.3082165e-001  -1.8959482e-006  -5.6027327e-013   1.0971078e+003   8.2143107e+002   1.3356055e+000   2.4756905e-005   2.3026457e-005
 -1.9549217e+002   1.0333056e-001   1.0406886e-001   1.0275501e-001   4.0291753e+002   4.7618188e+002   3.5294864e+002   5.6367024e-004   5.2467172e-004   9.3081324e-001  -1.8959483e-006  -4.9696499e-013   1.0970906e+003   8.2141192e+002   1.3356157e+000   2.4757036e-005   2.3026428e-005
 -1.9533517e+002   1.0333009e-001   1.0406393e-001   1.0275416e-001   4.0291566e+002   4.7610657e+002   3.5307649e+002   5.6383697e-004   5.2482231e-004   9.3080507e-001  -1.8959484e-006  -5.8977467e-013   1.0970738e+003   8.2139320e+002   1.3356256e+000   2.4757168e-005   2.3026406e-005
 -1.9517791e+002   1.0332963e-001   1.0406551e-001   1.0275507e-001   4.0291360e+002   4.7611774e+002   3.5538602e+002   5.6400822e-004   5.2497726e-004   9.3079718e-001  -1.8959485e-006  -5.3088094e-013   1.0970563e+003   8.2137377e+002   1.3356359e+000   2.4757283e-005   2.3026375e-005
 -1.9502052e+002   1.0332921e-001   1.0406206e-001   1.0275791e-001   4.0291165e+002   4.7611395e+002   3.5612713e+002   5.6417806e-004   5.2513102e-004   9.3078951e-001  -1.8959486e-006  -6.0098955e-013   1.0970391e+003   8.2135461e+002   1.3356461e+000   2.4757398e-005   2.3026349e-005
 -1.9486294e+002   1.0332882e-001   1.0408945e-001   1.0276255e-001   4.0290970e+002   4.7609118e+002   3.5648850e+002   5.6434866e-004   5.2528568e-004   9.3078219e-001  -1.8959487e-006  -5.6365574e-013   1.0970218e+003   8.2133533e+002   1.3356564e+000   2.4757503e-005   2.3026324e-005
 -1.9470513e+002   1.0332846e-001   1.0413182e-001   1.0276703e-001   4.0290793e+002   4.7603644e+002   3.5672426e+002   5.6451609e-004   5.2543732e-004   9.3077474e-001  -1.8959487e-006  -5.6142015e-013   1.0970049e+003   8.2131661e+002   1.3356663e+000   2.4757620e-005   2.3026306e-005
 -1.9454712e+002   1.0332813e-001   1.0425293e-001   1.0276950e-001   4.0290643e+002   4.7595908e+002   3.5685702e+002   5.6468146e-004   5.2558691e-004   9.3076707e-001  -1.8959488e-006  -5.5084669e-013   1.0969883e+003   8.2129814e+002   1.3356761e+000   2.4757756e-005   2.3026299e-005
 -1.9438879e+002   1.0332748e-001   1.0410679e-001   1.0277335e-001   4.0290463e+002   4.7586267e+002   3.5516348e+002   5.6484859e-004   5.2573686e-004   9.3075714e-001  -1.8959489e-006  -5.1046737e-013   1.0969714e+003   8.2127936e+002   1.3356861e+000   2.4757944e-005   2.3026281e-005
 -1.9423008e+002   1.0332693e-001   1.0405901e-001   1.0277783e-001   4.0290308e+002   4.7577188e+002   3.5578649e+002   5.6501273e-004   5.2588431e-004   9.3074772e-001  -1.8959490e-006  -4.7709466e-013   1.0969549e+003   8.2126099e+002   1.3356959e+000   2.4758128e-005   2.3026272e-005
 -1.9407127e+002   1.0332644e-001   1.0404418e-001   1.0278213e-001   4.0290152e+002   4.7566905e+002   3.5680279e+002   5.6517719e-004   5.2603233e-004   9.3073878e-001  -1.8959491e-006  -5.3549803e-013   1.0969383e+003   8.2124253e+002   1.3357057e+000   2.4758296e-005   2.3026263e-005
 -1.9391291e+002   1.0332601e-001   1.0403956e-001   1.0278547e-001   4.0290009e+002   4.7555487e+002   3.5652313e+002   5.6533962e-004   5.2617863e-004   9.3073016e-001  -1.8959491e-006  -4.3887655e-013   1.0969219e+003   8.2122427e+002   1.3357154e+000   2.4758461e-005   2.3026259e-005
 -1.9375476e+002   1.0332566e-001   1.0403837e-001   1.0279105e-001   4.0289882e+002   4.7540788e+002   3.5493204e+002   5.6549886e-004   5.2632223e-004   9.3072200e-001  -1.8959492e-006  -5.1528046e-013   1.0969059e+003   8.2120653e+002   1.3357248e+000   2.4758619e-005   2.3026261e-005
 -1.9359651e+002   1.0332533e-001   1.0403368e-001   1.0279479e-001   4.0289758e+002   4.7527742e+002   3.4864558e+002   5.6565827e-004   5.2646612e-004   9.3071409e-001  -1.8959493e-006  -4.9389818e-013   1.0968900e+003   8.2118876e+002   1.3357343e+000   2.4758770e-005   2.3026263e-005
 -1.9343810e+002   1.0332510e-001   1.0403315e-001   1.0279666e-001   4.0289653e+002   4.7514363e+002   3.4638398e+002   5.6581548e-004   5.2660825e-004   9.3070669e-001  -1.8959494e-006  -4.9899300e-013   1.0968744e+003   8.2117139e+002   1.3357435e+000   2.4758916e-005   2.3026273e-005
 -1.9327931e+002   1.0332489e-001   1.0403284e-001   1.0280057e-001   4.0289544e+002   4.7500509e+002   3.4579547e+002   5.6597431e-004   5.2675207e-004   9.3069961e-001  -1.8959495e-006  -4.9781447e-013   1.0968585e+003   8.2115371e+002   1.3357529e+000   2.4759052e-005   2.3026282e-005
 -1.9312005e+002   1.0332474e-001   1.0402957e-001   1.0280181e-001   4.0289484e+002   4.7484549e+002   3.5325402e+002   5.6612522e-004   5.2688837e-004   9.3069228e-001  -1.8959496e-006  -5.4931783e-013   1.0968437e+003   8.2113733e+002   1.3357616e+000   2.4759216e-005   2.3026312e-005
 -1.9296026e+002   1.0332464e-001   1.0402109e-001   1.0280322e-001   4.0289424e+002   4.7472417e+002   3.5563247e+002   5.6627680e-004   5.2702549e-004   9.3068530e-001  -1.8959496e-006  -5.6976166e-013   1.0968288e+003   8.2112079e+002   1.3357704e+000   2.4759371e-005   2.3026341e-005
